tconst,directors,writers
tt0108308,nm0318795,"nm0247653,nm0481990,nm0318795"
tt0108311,nm0276169,"nm0266468,nm0257259"
tt0108317,"nm0400170,nm0773845","nm0773845,nm2028147"
tt0108320,nm0616152,nm0616152
tt0108327,nm0000953,nm0374084
tt0108328,nm0320660,"nm0320660,nm0001528,nm0332384,nm0571903"
tt0108329,nm0711745,"nm0592794,nm0711745,nm1391608,nm0890060"
tt0108330,nm0001994,"nm0938326,nm0315205"
tt0108333,nm0378893,"nm0241416,nm0521739"
tt0108334,"nm0091515,nm0322248","nm0339140,nm0322248"
tt0108339,nm0709752,nm0295165
tt0108342,nm0563331,"nm0404955,nm0220492,nm0850643,nm0106216,nm0563331,nm0193394"
tt0108350,nm0001361,"nm0322944,nm0559169"
tt0108355,nm0305557,"nm0075524,nm0305557"
tt0108358,"nm0181902,nm0418883",nm0418883
tt0108366,nm0000777,nm0000777
tt0108388,nm0427880,"nm0434525,nm0056217"
tt0108394,nm0001425,"nm0001425,nm0682830,nm0002140,nm0954072,nm0005744"
tt0108395,"nm0089940,nm0325776","nm0471217,nm0089940,nm0325776,nm0690112,nm0473942"
tt0108399,nm0001716,"nm0000233,nm0000812"
tt0108410,nm0742553,"nm0092018,nm0092015"
tt0108425,nm0878756,"nm0878756,nm0903698"
tt0108429,nm0045024,nm0045024
tt0108442,nm0006889,nm0009183
tt0108447,nm0653500,"nm0522454,nm0653500"
tt0108451,nm0082300,nm0797220
tt0108461,nm0847434,"nm0535353,nm0014556,nm0492941"
tt0108471,nm0210701,"nm0078760,nm0210701"
tt0108473,nm0806293,"nm0469104,nm0333804"
tt0108490,nm0329715,"nm0329715,nm0951571"
tt0108500,nm0688585,"nm0002010,nm0688585"
tt0108504,nm0449216,"nm0088613,nm0200656,nm0449216"
tt0108515,"nm0373698,nm0672060",\N
tt0108517,nm0382776,"nm1255914,nm0076384,nm0878638"
tt0108525,nm0839660,"nm0000196,nm0877425,nm0877901"
tt0108526,"nm0629216,nm0920425,nm0957797,nm0957798","nm0788234,nm0847994"
tt0108539,nm0458228,nm0458228
tt0108550,nm0002120,nm0373282
tt0108551,nm0001270,"nm0877913,nm0517064,nm0486824"
tt0108555,nm0169931,nm0169931
tt0108560,nm0001130,"nm0237321,nm0522615,nm0339102"
tt0108565,nm0241090,"nm0789057,nm0029830,nm0241090,nm0722626,nm0111576"
tt0108569,nm0139111,nm0319213
tt0108574,nm0118345,"nm0118345,nm0434718"
tt0108577,nm0855107,nm0855107
tt0108583,nm0418746,"nm0418746,nm0247133,nm0125010"
tt0108592,nm0007139,"nm0150909,nm0848826,nm0007139"
tt0108593,nm0939147,nm0939147
tt0108596,nm0354279,nm0175726
tt0108606,"nm0155642,nm0864775","nm0789966,nm0151119"
tt0108614,nm0538328,"nm0159052,nm0473325"
tt0108624,"nm0939147,nm0005033","nm0149222,nm0939147"
tt0108633,nm0134176,"nm0134176,nm0385241"
tt0108650,nm0005033,nm0492288
tt0108656,"nm0939202,nm0000329","nm0161159,nm0151013,nm0156511,nm0156451,nm0151125"
tt0108670,nm0767022,"nm0599291,nm0767022,nm0769391"
tt0108677,nm0135952,nm0135952
tt0109000,"nm15667620,nm0773845","nm0773845,nm5260350"
tt0109010,nm0006765,"nm0080220,nm0133781,nm0006765,nm0837000"
tt0109015,nm0304395,"nm0645661,nm0759166"
tt0109020,nm0359734,nm0359734
tt0109021,nm0000814,nm0581224
tt0109028,nm0296144,"nm0296144,nm0823196"
tt0109034,nm0769522,"nm0493816,nm0000513,nm0769522"
tt0109035,nm0689385,"nm0689385,nm0575656,nm0177875"
tt0109040,nm0001723,"nm0077062,nm0001723,nm0000120"
tt0109045,nm0254632,nm0254632
tt0109066,nm0158857,"nm0158857,nm0874642,nm0946040"
tt0109067,nm0001274,nm0032318
tt0109068,nm0499724,nm0929186
tt0109071,nm0841232,"nm0006664,nm0806259,nm0841232"
tt0109093,nm0001325,nm0001325
tt0109098,nm0203246,"nm0189485,nm0203246,nm0295165,nm0668898,nm0672654"
tt0109099,nm0135141,"nm0406772,nm0834883,nm0625482"
tt0109117,nm0764316,"nm0764316,nm0795651"
tt0109120,nm0004305,"nm0329335,nm0226343,nm0053096"
tt0109127,nm0213100,"nm0455510,nm0920216,nm0174823,nm0805965"
tt0109129,nm0004838,"nm0934924,nm0333804"
tt0109134,nm0712541,"nm1122442,nm0415514,nm0707310"
tt0109144,nm0744985,"nm0744985,nm0768908,nm1112923"
tt0109162,nm0353902,"nm0331453,nm0879853,nm0853456,nm0686907,nm0353902"
tt0109190,nm0425957,nm0000455
tt0109198,nm0438279,"nm0748665,nm0277393,nm0292875,nm0295271,nm0877945"
tt0109206,nm0001408,"nm0438499,nm0784016"
tt0109219,nm0001775,nm0001775
tt0109254,nm0000484,"nm0045301,nm0677943,nm0211823"
tt0109255,nm0941811,"nm0941811,nm0477910"
tt0109277,nm0386384,"nm0866742,nm0847603"
tt0109279,nm0003031,"nm0786564,nm0003031"
tt0109287,nm0906548,"nm0811414,nm0139655"
tt0109288,nm0082802,"nm0001834,nm0493369"
tt0109297,nm0000776,nm0828342
tt0109303,nm0394280,"nm0723468,nm0061337,nm0005366"
tt0109305,nm0001243,nm0005421
tt0109306,nm0724798,"nm0821417,nm0765403,nm0500090"
tt0109321,nm0001352,nm0384379
tt0109327,nm0283500,"nm0654323,nm0001825"
tt0109340,nm0001214,"nm0711905,nm0367838"
tt0109348,nm0000095,"nm0000095,nm0569790"
tt0109357,nm0218547,nm0218547
tt0109361,nm0720304,"nm0254402,nm0720304"
tt0109368,nm0576548,"nm0421106,nm0702929"
tt0109369,nm0697676,"nm0476065,nm0906997"
tt0109370,nm0601619,nm0601619
tt0109374,nm0691078,nm0213234
tt0109376,nm0279863,"nm0383733,nm0850513,nm0808076,nm0565292,nm0185578"
tt0109380,nm0133408,"nm0133408,nm0227172,nm0593127"
tt0109382,nm0604335,nm0604335
tt0109384,nm0182276,nm0182276
tt0109402,nm0726472,nm0726472
tt0109403,nm0000454,"nm0061337,nm0723468,nm0319659"
tt0109412,nm0284011,nm0939147
tt0109415,nm0382783,"nm0505262,nm0000175,nm0338557"
tt0109417,nm0007037,nm0138009
tt0109424,nm0939182,nm0939182
tt0109439,nm0917992,"nm0304665,nm0541632,nm0000345"
tt0109440,nm0073322,"nm0149260,nm0268543,nm0490702"
tt0109442,nm0713610,"nm0786411,nm0504495"
tt0109443,nm0413875,nm0455207
tt0109444,nm0637518,"nm0002007,nm0829329,nm0001873,nm0587518"
tt0109445,nm0003620,nm0003620
tt0109446,nm0001708,"nm0001300,nm0326040,nm0315205"
tt0109447,nm0280901,"nm0017620,nm0436950"
tt0109450,nm0005421,"nm0836198,nm0005421"
tt0109454,nm0002174,"nm0002174,nm0181924,nm0481413,nm0051304"
tt0109456,nm0750701,"nm0712753,nm0152466"
tt0109478,nm0030129,nm0030129
tt0109480,nm0006916,nm0813825
tt0109484,nm0625458,nm0625458
tt0109493,nm0150707,"nm0860650,nm0937074"
tt0109504,nm0000490,"nm0497578,nm0000490,nm0497046"
tt0109506,nm0001639,"nm0639335,nm0775017,nm0794326"
tt0109508,nm0959062,\N
tt0109514,nm0565656,"nm0000915,nm0001731"
tt0109515,nm0160614,nm0366330
tt0109517,nm0278735,"nm0490417,nm0115486"
tt0109520,nm0918873,nm0109359
tt0109529,nm0567680,"nm0455875,nm0567680,nm0001528,nm0296131"
tt0109550,nm0047798,"nm0047798,nm0054753"
tt0109555,nm0007181,"nm0409790,nm0796503"
tt0109575,nm0635759,nm0635759
tt0109578,nm0326161,"nm0307257,nm0171718,nm0326161"
tt0109579,nm0000591,"nm0233557,nm0947913"
tt0109592,nm0811714,"nm0778554,nm0739744"
tt0109593,nm0455394,"nm0632405,nm0745315,nm0461341"
tt0109627,"nm0676248,nm0691061","nm0792137,nm0940237"
tt0109635,nm0001469,"nm0000341,nm0001921"
tt0109642,nm0000431,"nm0000175,nm0006904"
tt0109655,nm0795803,nm0795803
tt0109665,nm0443582,nm0443582
tt0109676,nm0000824,"nm0341389,nm0543619,nm0058302,nm0084090"
tt0109683,nm0939147,nm0939147
tt0109685,nm0945981,nm0945981
tt0109686,"nm0268380,nm0125803","nm0268380,nm0947395,nm0125803"
tt0109688,nm0939182,"nm0149222,nm0939182"
tt0109699,nm0881919,"nm0881919,nm0535107"
tt0109702,nm0000801,nm0000801
tt0109707,nm0000318,"nm0340674,nm0018735,nm0438989"
tt0109723,nm0258424,"nm0247824,nm0167548,nm0084598"
tt0109729,nm0113164,"nm0113164,nm1440144"
tt0109731,nm0001031,"nm0001031,nm0167241,nm0275081,nm0480257"
tt0109733,nm0411025,"nm0407563,nm0411025"
tt0109739,nm0760244,"nm0760244,nm0036799"
tt0109747,nm0127882,"nm0127882,nm0233336,nm0325529,nm0422814,nm0709236"
tt0109758,nm0005190,"nm0723351,nm0024554,nm0116358"
tt0109759,nm0000382,nm0000382
tt0109770,nm0766020,"nm0627537,nm1255914,nm0456158,nm0498278"
tt0109771,nm0179216,"nm0179215,nm0179216,nm0064530"
tt0109781,nm0840905,"nm0333187,nm0549265,nm0840905,nm0324473"
tt0109783,nm0677953,"nm0663490,nm0569210"
tt0109791,nm0769405,"nm0685188,nm0460201"
tt0109798,nm0851724,"nm0529706,nm0181924,nm0292720,nm1493942,nm0851724"
tt0109809,nm0386100,"nm0386100,nm0709877"
tt0109813,nm0505152,"nm0662678,nm0421084,nm0211823"
tt0109816,nm0565292,"nm0020658,nm0000131,nm0565292"
tt0109830,nm0000709,"nm0343165,nm0744839"
tt0109831,nm0001565,nm0193485
tt0109835,nm0096813,nm0096813
tt0109836,nm0000110,"nm0791217,nm0480641,nm0001104"
tt0109838,"nm0827868,nm0935664","nm0122899,nm0827868,nm0935664"
tt0109842,nm0945026,nm0945026
tt0109855,nm0956205,nm0098006
tt0109858,nm0819523,nm0819523
tt0109872,nm0556065,"nm0559570,nm1373871"
tt0109890,nm0002044,"nm0860292,nm0001353,nm0427468"
tt0109891,nm0222043,"nm0662678,nm0421084"
tt0109900,nm0100365,"nm0100365,nm0491229"
tt0109906,nm0122344,"nm0122344,nm0425423,nm0920578"
tt0109912,nm0935644,"nm0219720,nm0914709"
tt0109913,nm0873266,"nm0877587,nm0873266"
tt0109916,"nm0945614,nm0645549,nm0648457","nm2846352,nm0440569,nm8398916,nm0462058"
tt0109920,nm0000915,nm0101956
tt0109922,nm0240881,nm0063357
tt0109936,nm0528718,"nm0304665,nm0541632"
tt0109942,nm0003508,"nm0003508,nm0088397,nm0001929,nm0002191"
tt0109949,"nm0349425,nm0846119","nm0016718,nm0349425,nm0846119"
tt0109951,nm0933505,"nm0933505,nm0868242"
tt0109958,"nm0151066,nm0496992","nm0151066,nm0002000,nm0401180,nm0401189,nm0156871,nm0354008,nm0950728"
tt0109959,nm0764776,nm0814085
tt0109962,"nm0159507,nm0497758","nm0156557,nm0159507,nm0463674,nm0497758"
tt0109965,nm0911036,"nm0519124,nm0911036,nm0157695"
tt0109969,nm0001309,nm0594134
tt0110005,nm0001392,"nm0909638,nm0001392"
tt0110006,nm0109359,"nm0031976,nm0109359"
tt0110008,nm0847223,nm0847223
tt0110022,nm0684525,"nm0467942,nm0684525"
tt0110027,nm0602452,"nm0927074,nm0592436,nm0659949,nm0645017,nm0544528"
tt0110036,nm0035404,"nm0035404,nm0563756"
tt0110044,nm0000559,"nm0918711,nm0177018"
tt0110052,nm0089502,nm0284943
tt0110054,nm0939147,nm0939147
tt0110057,nm0416945,\N
tt0110064,nm0583754,"nm0399737,nm0867195,nm0119405"
tt0110066,nm0589168,"nm0223844,nm0310782"
tt0110073,nm0007139,"nm0442983,nm0490622,nm0007139"
tt0110074,"nm0001054,nm0001053","nm0001053,nm0001054,nm0000600"
tt0110076,nm0054744,nm0054744
tt0110081,nm0955443,"nm0950500,nm0523760"
tt0110091,nm0552140,nm0552140
tt0110093,nm0796124,"nm0583600,nm0796124"
tt0110097,nm0000985,nm0000985
tt0110099,nm0770961,"nm0106563,nm0498775"
tt0110115,nm0237292,"nm0050572,nm0425581,nm0625286"
tt0110116,nm0741262,nm0741262
tt0110123,nm0677943,"nm0951599,nm0119542,nm0289219,nm0442190,nm0471217,nm0677943,nm0046943,nm0806416"
tt0110125,nm0073888,"nm0246959,nm0535836"
tt0110137,nm0723685,"nm0255133,nm0702804"
tt0110141,nm0262923,"nm0262923,nm0956362"
tt0110146,nm0041932,"nm0713128,nm0108613,nm0347257,nm0196362,nm0767110"
tt0110148,nm0001403,nm0723351
tt0110155,nm0301580,nm0252858
tt0110157,nm0354024,"nm0371088,nm0587429,nm0033578"
tt0110167,nm0000921,nm0026862
tt0110168,nm0163706,"nm0791789,nm0114080,nm0163706"
tt0110169,nm0002835,"nm0842140,nm0256219,nm0382512"
tt0110171,nm0219136,"nm0267288,nm0219136"
tt0110186,nm0570408,nm0807155
tt0110189,nm0577849,"nm0577849,nm0929186,nm0107322,nm0436379"
tt0110197,nm0001469,nm0001469
tt0110200,nm0150906,"nm0150906,nm0948137,nm12512408"
tt0110201,nm0939147,nm0939147
tt0110202,nm0841232,"nm0234480,nm0841232"
tt0110213,nm0814085,"nm0456017,nm0946244,nm0312264,nm0814085,nm0946245"
tt0110216,nm0718645,"nm0905458,nm0175620"
tt0110222,nm0787453,"nm1583603,nm0438499,nm0787453"
tt0110251,nm0246903,nm0246903
tt0110255,nm0089502,"nm0089502,nm0948818"
tt0110265,nm0000812,nm0000812
tt0110280,nm0474837,nm0802143
tt0110296,nm0516360,nm0613163
tt0110299,nm0002167,"nm0002167,nm0691794,nm0785258"
tt0110305,nm0677951,"nm0460893,nm0414226,nm0002657,nm0026671"
tt0110308,nm0001093,nm0052964
tt0110322,nm0001880,"nm0793463,nm0937074,nm0365659"
tt0110329,nm0281869,"nm0428751,nm0583397,nm0784682"
tt0110340,nm0007139,"nm0401206,nm0007139"
tt0110353,nm0934578,nm0001357
tt0110357,"nm0021249,nm0591450","nm0575293,nm0731271,nm0941314,nm0560329,nm0424556,nm0177170,nm0258059,nm0309128,nm0873779,nm0135296,nm0363125,nm0460146,nm0761498,nm0004552,nm0500858,nm0710020,nm0538588,nm0326814,nm0322368,nm0442483,nm0020599,nm0780117,nm0854185,nm0873092,nm0879318,nm0901038,nm0936374,nm0925276,nm0152312"
tt0110361,nm0000694,nm0000694
tt0110363,nm0770650,"nm0683912,nm0770649"
tt0110364,nm0242271,"nm0272464,nm0787768,nm0842476,nm0325271"
tt0110365,nm0336695,nm0336695
tt0110366,nm0790715,"nm0790715,nm0938774,nm0779592,nm0345488,nm0563397"
tt0110367,nm0000788,"nm0017301,nm0842523"
tt0110391,nm0139111,"nm0186118,nm0564970,nm0202681,nm0829330,nm0001801,nm0000886"
tt0110395,nm0848092,nm0848092
tt0110399,nm0005540,nm0005540
tt0110410,nm0003676,"nm0522454,nm0003676"
tt0110413,nm0000108,nm0000108
tt0110428,nm0405336,nm0003141
tt0110438,nm0539781,"nm0080432,nm0434318"
tt0110442,nm0911486,"nm0911486,nm0829739,nm0662678,nm0421084"
tt0110443,nm0145309,"nm0175080,nm0608658,nm0731679,nm0671766,nm0520893,nm0001834,nm0002651"
tt0110455,nm0471461,nm0222757
tt0110463,nm0155642,"nm0013830,nm0789966,nm1022277"
tt0110475,nm0751080,"nm0266430,nm0894156,nm0108273"
tt0110478,nm0001149,"nm0400403,nm0001279"
tt0110490,nm0485878,"nm0737390,nm0000626,nm0717550,nm0903456"
tt0110496,nm0006854,nm0693259
tt0110516,nm0000907,nm0560469
tt0110521,nm0240987,nm0240987
tt0110524,nm0001429,nm0001429
tt0110527,nm0562645,"nm0204016,nm0780833,nm0000455"
tt0110538,nm0001188,"nm0001188,nm0258286"
tt0110545,nm0149631,"nm0149631,nm0038261,nm0950352"
tt0110546,nm0706800,"nm0101555,nm0706800,nm0787022,nm0795651"
tt0110557,nm0002171,"nm0002171,nm0471217"
tt0110570,nm0000905,"nm0000905,nm0148437,nm0003508"
tt0110588,nm0748928,"nm0748928,nm0168020"
tt0110598,nm0389591,nm0389591
tt0110604,nm0909026,nm0909026
tt0110612,nm0591171,"nm0491671,nm0891554,nm0676361"
tt0110613,nm0956052,"nm0253214,nm0468293"
tt0110620,nm0021899,nm0021899
tt0110622,nm0781842,"nm0698493,nm0001878,nm0516598,nm0000720,nm0958387"
tt0110623,nm0019341,"nm0019341,nm0912889"
tt0110631,nm0097079,nm0097079
tt0110632,nm0000231,"nm0000233,nm0892705,nm0752116,nm0000231"
tt0110638,nm0000776,"nm0359613,nm0629933"
tt0110647,nm0003423,"nm0006639,nm0003369,nm0256779"
tt0110649,nm0866062,nm0866062
tt0110657,nm0128883,"nm0436543,nm0497828"
tt0110659,nm0705649,nm0420531
tt0110667,nm0872062,"nm0041980,nm0672443"
tt0110668,nm0504495,nm0920305
tt0110678,nm0132709,"nm0379044,nm0310920,nm0343403"
tt0110684,nm0000914,"nm0751720,nm0000914"
tt0110687,nm0001661,"nm0958993,nm0770650"
tt0110689,nm0002337,"nm0039328,nm0002337,nm0091396"
tt0110706,nm0006787,"nm0023929,nm0722207,nm0837166,nm0326277,nm0203035"
tt0110712,nm0438201,"nm0021196,nm0293105"
tt0110719,"nm0541098,nm0863021","nm0500407,nm0541098,nm0592483,nm0845352,nm0863021,nm0889564"
tt0110722,nm0000519,nm0000519
tt0110725,nm0000219,"nm0395288,nm0751547"
tt0110729,nm0848414,"nm0114526,nm0240357"
tt0110737,nm0422484,nm0236884
tt0110759,nm0000952,"nm0498963,nm0672015"
tt0110763,"nm0402563,nm0002653","nm0456946,nm0143129,nm0176497"
tt0110770,nm0413465,nm0669757
tt0110771,nm0000165,"nm0462895,nm0462898"
tt0110776,nm0496312,"nm0496312,nm0595272"
tt0110785,nm0033005,"nm0033005,nm0301550"
tt0110796,nm0733886,nm0733886
tt0110805,nm0540330,"nm0821132,nm0540330,nm0567771,nm0222904"
tt0110808,nm0893872,"nm0545690,nm0893872"
tt0110823,nm0181741,nm0181741
tt0110832,nm0442454,"nm0433520,nm0442454"
tt0110852,nm0497758,nm0463674
tt0110857,nm0582635,"nm0411477,nm0698493,nm0205307,nm0158749"
tt0110860,nm0444902,"nm0803711,nm0883908,nm0073876,nm0486615"
tt0110877,"nm0705535,nm0873385","nm0805073,nm0769249,nm0769250,nm0667657,nm0705535,nm0873385"
